case_id,sentence,label
2000_C_151,in so far as institutions imparting technical education were concerned the university or the state government had no independent role to play except to the extent provided in the above said enactment in the present case the aicte had made inspections and was satisfied that the necessary infrastructure was available and that the appellant would be able to conform to the required standards of the education.,ARGUMENT
2004_I_24,as regard the claim of equal pay for equal work the learned counsel would urge that the high court has failed to consider the same in its true perspective.,ARGUMENT
2004_I_24,as regard the claim of equal pay for equal work the learned counsel would urge that the high court has failed to consider the same in its true perspective.,ARGUMENT
2008_P_8,appellant 's counsel appeared on that date and inter alia contended that presently it was the registered owner of the trade mark which was sought to be cancelled.,ARGUMENT
1953_S_23,the only thing which was urged by shri n c chatterjee in support of his contention was that the right to reside in the premises was given to the sevayats and that according to him detracted from the absolute character of the dedication.,ARGUMENT
2015_S_368,in view of enactment of displaced persons compensation and rehabilitation act1954 by the union of india the immovable properties left behind by muslims who had migrated to pakistan were acquired and the same was distributed to displaced persons as a compensation pool.,ARGUMENT
1996_T_169,for over a long period the trade mark was not used by the respondents as its registered proprietor.,ARGUMENT
2011_I_16,he fairly admitted that out of the maximum period of one year the appellant had served only 52 days in prison.,ARGUMENT
2007_C_121,the appellants claimed that it has been using the wrapper since beginning and since 1991 the use of the trade name or brand name meghraj has never been challenged.,ARGUMENT
2000_V_80,on behalf of the respondent heavy reliance was placed on this decision and also the decision of the high court in t gattaiahs case to contend that in running a canteen under section 46 of the act the appellant was discharging a public duty and therefore a writ of mandamus would lie against it.,ARGUMENT
2006_A_136,respondents.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
1980_W_3,the only contention of the workmen is that the tribunal should have fixed the dearness allowance in communion with the cost of living index.,ARGUMENT
2001_S_1131,as regards the dried stain of semen on the appellant 's under pant the court observed that the accused was a grown up man of 30 years and no compelling inference could arise that the stain was caused during the course of the sexual assault committed by him on the victim girl.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
2001_S_1131,in the present case the age of the accused was about 21 years at the time of the incident.,ARGUMENT
2014_R_41,he did not even act as a guard because when the witness anil kumar pw 21 came to the house he was not even stopped by the accused from entering the house.,ARGUMENT
2004_C_129,in any event before withdrawal of the benefits no opportunity of hearing was granted.,ARGUMENT
2006_A_136,the books of accounts and other documents on the basis whereof the auditor 's report had been made having not been allowed to be inspected by the appellants herein on the plea that they had the knowledge thereabout the same could not have been taken into consideration for the purpose of passing of the impugned order or otherwise.,ARGUMENT
2004_C_129,the doctrines of promissory estoppel and legitimate expectation were applicable to the facts of the case.,ARGUMENT
2015_S_368,in view of enactment of displaced persons compensation and rehabilitation act1954 by the union of india the immovable properties left behind by muslims who had migrated to pakistan were acquired and the same was distributed to displaced persons as a compensation pool.,ARGUMENT
1995_S_317,a 4 alleged false implication at the instance of pw 15 waman while a 8 alleged false implication at the hands of the police with a view to pressurise him to withdraw a complaint concerning the murder of his brother and 5 others allegedly committed by the police.,ARGUMENT
